"X";"Y";"lag"
-0.34019;-0.51393;25
0.33105;-0.52067;25
-0.59622;0.18084;25
-0.47875;0.43547;25
0.21806;0.61692;25
-0.64851;0.09007;25
0.28419;-0.61342;25
0.34131;0.6485;25
-0.73019;0.12535;25
-0.02114;-0.7404;25
0.73794;-0.07868;25
0.74064;-0.07875;25
-0.75337;0.00502;25
-0.62708;0.478;25
0.27391;-0.73833;25
0.29151;-0.78604;25
-0.72236;0.44875;25
0.63875;-0.57003;25
0.17972;0.93013;25
-0.94977;0.00728;25
0.8897;0.35091;25
0.7953;0.53704;25
-0.92505;-0.26545;25
-0.83491;-0.48245;25
-0.83694;-0.48256;25
-0.16704;-0.05154;26
0.17426;-0.07412;26
0.17478;-0.07641;26
-0.14215;0.23506;26
-0.21666;0.23014;26
-0.25904;0.19446;26
0.21112;0.30561;26
0.12528;0.39407;26
-0.28368;0.30378;26
0.10483;-0.44781;26
0.41844;-0.20508;26
-0.47398;0.09803;26
-0.3427;0.39035;26
-0.59522;0.08444;26
0.6208;-0.02768;26
0.3301;0.52715;26
0.63668;0.02005;26
0.60827;-0.19482;26
-0.05285;-0.66034;26
-0.7161;0.02313;26
-0.63107;0.36035;26
0.73836;-0.00531;26
0.59282;-0.44497;26
0.1526;-0.73595;26
-0.74508;0.11968;26
-0.2;0.74002;26
0.57186;0.51584;26
0.1943;-0.78173;26
-0.69065;0.49086;26
0.18691;-0.83243;26
-0.46985;-0.72754;26
-0.4706;-0.72976;26
-0.80731;0.32298;26
-0.84426;0.22138;26
0.43802;-0.76747;26
0.64289;0.6174;26
-0.22821;-0.8697;26
-0.44408;0.79098;26
-0.68595;0.61041;26
-0.33142;0.85738;26
-0.48067;0.78365;26
-0.89811;-0.27308;26
0.43061;-0.83621;26
0.76338;0.55662;26
0.80007;-0.50524;26
0.30078;0.89882;26
-0.94876;0.13569;26
0.79251;0.5523;26
-0.67859;0.68803;26
-0.02885;0.1045;27
-0.10984;-0.1221;27
-0.00509;0.1664;27
0.01322;0.16994;27
0.06115;0.16487;27
-0.24749;-0.0974;27
0.26789;0.13473;27
-0.18507;-0.25277;27
-0.00208;0.32263;27
0.13658;0.30102;27
0.13359;0.30645;27
-0.19135;-0.37136;27
0.21148;0.38075;27
-0.40508;-0.15927;27
-0.40598;-0.1612;27
-0.40769;0.16671;27
0.29468;0.33846;27
0.40916;-0.21101;27
-0.12494;0.44541;27
-0.17369;-0.44005;27
0.44493;-0.16757;27
0.17321;0.45779;27
-0.06994;-0.49187;27
0.48205;-0.18212;27
0.47366;-0.21448;27
-0.18892;-0.4939;27
0.45197;-0.27975;27
0.42544;-0.34448;27
-0.51504;0.31166;27
0.47332;0.47551;27
0.03964;-0.67734;27
0.15595;-0.6782;27
-0.55272;-0.45904;27
0.50894;0.52178;27
-0.5087;0.55385;27
0.25374;0.70792;27
-0.70773;0.39376;27
-0.5296;0.63154;27
-0.53105;0.63242;27
-0.53397;0.63146;27
0.3872;0.73395;27
-0.53997;0.68274;27
-0.8379;0.2915;27
-0.1755;-0.87291;27
0.84636;0.28831;27
-0.56188;0.73848;27
-0.34816;-0.86841;27
0.22108;-0.9253;27
-0.28304;0.16762;28
-0.08701;0.40767;28
0.19049;0.43376;28
-0.06127;-0.4793;28
-0.2561;-0.46428;28
-0.02884;-0.55427;28
-0.27586;0.50101;28
0.60529;0.27708;28
-0.13881;0.68757;28
-0.69363;0.22896;28
0.7102;0.19544;28
-0.39938;0.64874;28
0.21256;0.73965;28
-0.66133;0.39678;28
-0.2246;-0.77537;28
-0.15561;-0.80379;28
-0.51163;0.64247;28
-0.59306;0.60472;28
-0.50411;-0.69604;28
0.10503;-0.85433;28
-0.18011;-0.87847;28
0.851;-0.31287;28
-0.3555;-0.83462;28
0.76541;0.52667;28
0.41189;0.85906;28
-0.10871;-0.04053;29
-0.01871;0.22142;29
-0.00114;0.25124;29
0.3365;0.03402;29
-0.31288;-0.17782;29
-0.25783;-0.28518;29
0.05244;0.40475;29
-0.22588;-0.34315;29
-0.37262;-0.19494;29
-0.37283;-0.19624;29
0.39359;-0.21298;29
0.4049;0.20476;29
-0.23359;0.42343;29
-0.48055;0.2533;29
-0.22618;0.53827;29
0.46003;0.50855;29
0.71677;-0.30886;29
0.80068;0.05962;29
0.70585;0.38897;29
-0.38588;0.75408;29
-0.20025;0.83746;29
-0.44429;0.74241;29
0.41745;0.78491;29
0.1827;-0.89117;29
-0.67615;-0.62619;29
0.55018;-0.75492;29
0.6662;0.66329;29
0.87528;0.37751;29
0.40231;-0.86645;29
-0.28643;-0.91275;29
0.28279;-0.91621;29
-0.01319;-0.082;29
0.05066;-0.13872;29
0.14221;-0.11136;29
0.17725;-0.06298;29
0.15443;-0.1665;29
0.20071;-0.11901;29
0.28441;-0.06335;29
0.243;-0.49223;29
-0.39961;0.399;29
-0.38738;0.52995;29
0.10734;-0.66542;29
0.16059;-0.72309;29
-0.49771;-0.62392;29
-0.03504;-0.82677;29
-0.24097;-0.79717;29
-0.49072;-0.6734;29
-0.68986;-0.47865;29
0.86995;-0.14666;29
0.33139;0.82565;29
0.25769;0.87637;29
0.81332;-0.49815;29
0.88833;-0.34743;29
0.9361;0.22279;29
-0.03124;0.09247;30
-0.04594;-0.14602;30
0.19323;-0.22408;30
-0.02325;0.30644;30
0.2722;-0.22113;30
-0.36719;-0.07317;30
-0.33732;0.22689;30
0.18195;0.37823;30
-0.39327;0.19692;30
0.16082;0.45178;30
-0.28123;-0.42525;30
-0.28126;-0.42638;30
0.1952;0.49295;30
-0.27897;-0.54406;30
-0.09155;0.62584;30
0.11383;0.63827;30
-0.24081;-0.60396;30
-0.24373;-0.60394;30
0.24844;0.60909;30
-0.5216;-0.43347;30
-0.42231;0.55414;30
-0.24373;-0.65928;30
0.352;0.62107;30
0.09816;-0.7251;30
-0.05895;-0.75411;30
-0.67098;0.36105;30
-0.76874;-0.04785;30
0.57085;-0.53546;30
-0.25223;0.75116;30
-0.03046;-0.79115;30
0.0276;-0.82574;30
-0.784;-0.33933;30
-0.63821;0.57758;30
-0.14801;-0.88275;30
0.56561;-0.73853;30
-0.77034;0.53085;30
-0.89211;0.29115;30
-0.93482;0.14547;30
-0.20474;-0.92563;30
-0.20354;-0.92638;30
-0.43958;-0.85542;30
-0.70296;-0.66343;30
-0.35359;0.90098;30
-0.13663;-0.09171;31
0.00307;0.2343;31
0.2196;0.08955;31
0.05684;0.30252;31
0.21804;0.26698;31
-0.15735;0.32307;31
0.06812;0.36009;31
0.18878;0.39623;31
0.43057;0.09684;31
-0.42076;0.1926;31
0.42167;-0.21168;31
0.20913;0.4258;31
0.12325;0.45935;31
0.19748;0.44104;31
0.46591;-0.16599;31
0.13039;0.49935;31
0.20051;0.478;31
0.22816;0.47169;31
0.52883;-0.10424;31
0.21539;0.49488;31
0.51996;-0.16018;31
0.25187;0.49217;31
0.24644;0.51305;31
0.20413;0.53639;31
0.23014;0.5407;31
0.23014;0.55254;31
0.07193;0.5949;31
0.25416;0.54854;31
-0.20509;-0.5733;31
0.18986;0.59066;31
-0.0888;-0.61982;31
0.17215;0.62058;31
-0.09296;-0.63872;31
-0.04611;0.68385;31
0.23517;0.65861;31
-0.14721;0.68897;31
0.2374;0.66747;31
-0.70683;0.07504;31
0.24781;0.69469;31
-0.4505;0.59175;31
0.19433;0.75112;31
0.77779;-0.04148;31
0.23949;0.77038;31
0.36451;-0.7936;31
0.80744;-0.38665;31
-0.16633;0.89414;31
0.71067;-0.58631;31
0.78446;0.48756;31
-0.58177;0.73037;31
0.90335;-0.26818;31
0.87348;0.35853;31
0.88867;-0.3779;31
0.51808;0.81634;31
-0.20224;-0.1494;32
-0.26745;0.13105;32
0.16812;-0.29196;32
0.08258;-0.36419;32
0.20493;0.31497;32
-0.3438;-0.18958;32
-0.02105;0.42514;32
0.39779;-0.17235;32
-0.11437;-0.42438;32
0.1932;0.46452;32
0.06007;-0.55734;32
-0.21117;-0.51986;32
0.49301;0.28819;32
-0.09179;0.5771;32
0.32126;0.52259;32
0.62486;0.1719;32
0.62474;-0.20217;32
0.59292;0.28525;32
-0.58012;0.36403;32
0.6701;0.23225;32
-0.51861;0.53076;32
-0.62118;-0.41312;32
-0.6991;0.314;32
-0.26909;-0.71878;32
-0.24409;0.77406;32
-0.70922;0.44648;32
-0.18941;0.82546;32
0.80748;0.28659;32
0.42281;0.74709;32
-0.80062;-0.32521;32
-0.37316;0.83214;32
0.78701;-0.47129;32
0.8229;-0.41877;32
-0.27805;-0.88055;32
0.88659;-0.33058;32
0.88554;-0.36242;32
-0.95227;0.11104;32
0.90114;-0.33754;32
0.90418;-0.33404;32
0.21404;-0.22789;33
-0.31396;-0.03425;33
-0.35271;0.06827;33
-0.27473;-0.37059;33
0.44523;0.15176;33
-0.41981;-0.22221;33
0.41143;0.24284;33
0.36086;-0.43851;33
0.1498;0.60591;33
-0.02539;-0.63553;33
-0.02316;-0.63556;33
-0.02634;-0.63711;33
0.0364;-0.64679;33
0.33081;-0.5842;33
-0.31647;0.59732;33
0.0085;-0.68175;33
0.73555;-0.05867;33
-0.0158;-0.80137;33
-0.0155;-0.80148;33
-0.40892;0.69217;33
0.07522;-0.82118;33
-0.80398;0.19067;33
-0.80564;0.18992;33
-0.80679;0.18729;33
-0.80822;0.18661;33
-0.45919;0.71262;33
-0.44128;0.76422;33
0.47122;-0.76607;33
0.76304;-0.49759;33
-0.32839;0.85216;33
0.81348;-0.46798;33
0.8972;-0.27847;33
-0.33919;-0.87998;33
-0.78866;-0.51842;33
0.82639;-0.45615;33
0.86743;-0.37823;33
0.8498;-0.42119;33
0.86424;-0.40047;33
0.02077;0.07806;34
-0.14873;-0.12856;34
0.07855;0.18324;34
0.02854;0.20585;34
0.07366;0.21541;34
0.05314;0.26711;34
-0.28112;0.0679;34
-0.20329;-0.22632;34
0.12244;0.28018;34
0.15338;0.26776;34
0.16576;0.30211;34
-0.02012;-0.37504;34
0.22759;0.30062;34
0.20232;0.31845;34
0.11659;0.38578;34
0.29356;-0.28941;34
0.28568;-0.29803;34
0.10461;0.41329;34
0.17659;0.38878;34
0.31824;0.30506;34
0.3932;-0.23607;34
-0.20525;0.41464;34
0.17643;0.42829;34
-0.2325;0.40149;34
0.23349;-0.41265;34
0.16756;0.45015;34
0.21885;0.43336;34
0.46263;-0.15727;34
0.401;-0.28752;34
0.2542;0.42934;34
0.44259;-0.23039;34
0.45502;-0.22549;34
0.49686;-0.10885;34
0.4961;-0.14086;34
0.49083;-0.16615;34
0.28801;-0.43212;34
0.50665;-0.11953;34
0.51566;-0.12663;34
-0.52861;0.0965;34
0.19131;0.50606;34
0.53593;-0.12601;34
-0.23439;0.50057;34
0.16654;0.53535;34
0.28798;0.48567;34
0.56962;-0.04303;34
0.34164;0.46442;34
0.17221;-0.55587;34
0.10105;0.58143;34
-0.31211;-0.50829;34
0.32343;0.50503;34
0.07031;0.60481;34
-0.60576;0.08695;34
-0.52014;0.32321;34
0.23827;0.60344;34
-0.32256;0.57391;34
0.14485;0.64386;34
-0.38912;0.54695;34
-0.63377;0.2709;34
0.53218;-0.45222;34
0.32028;0.62678;34
0.23818;0.68723;34
-0.72267;-0.10169;34
0.14454;0.72582;34
-0.75153;0.09859;34
-0.20341;-0.73367;34
-0.28087;0.71598;34
-0.03469;0.77079;34
0.16117;0.77398;34
0.61745;0.52408;34
0.73617;0.35232;34
-0.40656;0.73491;34
0.66244;0.53551;34
-0.86244;0.09504;34
0.41403;-0.78002;34
-0.49339;0.73741;34
0.68583;0.58817;34
0.75763;-0.51333;34
0.75485;-0.52305;34
-0.38702;0.83456;34
-0.38679;0.83491;34
0.86463;-0.36614;34
0.80449;-0.48894;34
0.86564;-0.38041;34
-0.20586;-0.9257;34
0.8414;-0.44208;34
0.85908;-0.41119;34
0.89328;-0.33175;34
-0.93687;0.21735;34
0.86605;-0.42417;34
0.9061;-0.33706;34
0.28;-0.92582;34
0.14387;-0.04466;35
0.16022;-0.16101;35
-0.13644;-0.20466;35
0.19094;-0.16929;35
0.16597;-0.22585;35
0.147;-0.25181;35
0.29333;-0.02736;35
-0.22617;0.19174;35
0.12999;-0.28401;35
0.14661;-0.30544;35
0.16652;0.30929;35
0.41137;0.19044;35
-0.17076;0.49783;35
-0.33992;0.40339;35
-0.08177;0.54982;35
0.33519;-0.45495;35
0.43904;0.37618;35
0.4749;0.4296;35
-0.04965;0.66603;35
-0.15617;-0.64824;35
-0.15957;-0.64827;35
-0.15644;-0.6498;35
-0.2023;-0.64119;35
-0.66074;0.17815;35
-0.56733;0.392;35
0.29002;0.63179;35
0.11506;0.69803;35
0.30901;0.65982;35
0.14627;0.73304;35
-0.17486;0.74596;35
-0.6898;-0.34983;35
0.30842;-0.72408;35
0.32639;-0.72303;35
-0.8036;-0.13916;35
-0.62764;0.53596;35
0.23145;0.80675;35
0.19832;0.82849;35
-0.7303;-0.44994;35
-0.8281;0.27126;35
0.4371;-0.76814;35
0.31037;0.82999;35
0.08813;-0.88091;35
0.37575;-0.82102;35
0.6696;-0.62934;35
0.83479;-0.4128;35
-0.93781;0.1621;35
-0.95448;-0.00294;35
0.88905;-0.35079;35
-0.96003;0.08608;35
-0.95357;0.14151;35
-0.16474;0.04762;36
-0.04811;-0.21692;36
-0.04887;-0.22194;36
0.22263;0.05613;36
0.14401;-0.43292;36
0.14971;-0.4315;36
0.15118;-0.43507;36
0.14487;-0.4378;36
0.15031;-0.43582;36
0.18823;0.44427;36
-0.26966;-0.40727;36
0.09942;-0.51987;36
-0.54549;-0.13292;36
-0.34467;0.45275;36
0.37519;-0.43487;36
-0.50395;-0.36747;36
-0.46816;0.41561;36
0.41391;-0.48909;36
-0.24359;-0.73195;36
-0.54345;0.56742;36
-0.42615;-0.69695;36
-0.46107;0.69334;36
-0.12738;-0.8221;36
0.40511;-0.73981;36
0.32637;-0.77975;36
-0.45224;-0.73447;36
-0.45646;-0.73799;36
-0.30572;0.81789;36
-0.46128;-0.743;36
-0.77957;0.46875;36
0.25611;0.8926;36
0.42389;-0.83341;36
0.87584;-0.36761;36
-0.0029;0.09553;37
-0.03852;-0.09734;37
-0.26867;0.15425;37
-0.20266;0.23464;37
-0.20776;0.25076;37
0.05014;0.32477;37
-0.02743;0.33688;37
0.01417;-0.34044;37
0.13694;0.35245;37
-0.19391;0.33292;37
-0.30504;0.26749;37
0.21148;0.35594;37
-0.39851;0.17326;37
-0.42914;-0.18938;37
-0.4284;-0.19124;37
-0.36051;0.32305;37
-0.41274;-0.28113;37
-0.03183;0.58785;37
-0.49764;0.34142;37
0.05943;0.74695;37
0.30539;-0.77855;37
0.56999;0.61547;37
0.3217;-0.78534;37
-0.37459;0.80003;37
0.51182;-0.74215;37
0.76847;-0.50558;37
0.77054;-0.51376;37
0.73801;-0.56494;37
-0.19308;0.91733;37
-0.46027;0.82272;37
0.66117;-0.67165;37
0.70583;-0.63141;37
0.82841;-0.47007;37
-0.93735;0.20501;37
-0.95616;0.08456;37
0.85067;-0.45599;37
-0.05472;-0.30929;38
0.39119;0.03867;38
0.2016;-0.36401;38
0.05628;-0.49021;38
-0.54744;0.01957;38
0.50646;-0.24818;38
0.48032;0.30628;38
0.53543;0.19667;38
-0.54772;0.23719;38
0.06012;0.62074;38
0.4965;-0.39412;38
-0.65871;0.0024;38
0.65636;-0.3283;38
0.47027;0.58587;38
-0.79757;-0.01421;38
-0.53808;0.59012;38
0.11143;0.7936;38
-0.79628;-0.20999;38
-0.02806;-0.84299;38
-0.50043;-0.70062;38
-0.27732;0.8252;38
0.38865;-0.78919;38
-0.92211;-0.14621;38
0.58569;-0.73178;38
-0.26919;-0.90038;38
-0.24409;0.91153;38
-0.45397;0.82871;38
-0.90149;0.28372;38
-0.90544;0.28139;38
-0.70646;0.63757;38
-0.90729;0.31338;38
-0.91692;0.2996;38
-0.06194;0.0204;39
-0.03713;0.07211;39
0.14318;0.14555;39
0.02574;0.25978;39
0.05665;0.25892;39
0.11371;0.26594;39
-0.3531;0.01954;39
0.06246;0.35669;39
-0.26327;0.28196;39
0.18121;0.37402;39
0.14988;0.3878;39
-0.42864;-0.01548;39
0.25329;0.36405;39
-0.03097;-0.46199;39
0.36945;0.36302;39
0.48232;-0.19257;39
0.2032;0.48428;39
0.22859;0.51219;39
-0.16748;0.55231;39
0.19887;0.55176;39
0.15828;0.60892;39
-0.35371;-0.53973;39
-0.64644;-0.16431;39
-0.11117;0.69896;39
0.05495;0.72194;39
0.16132;0.71333;39
0.35953;0.66481;39
-0.28041;-0.70715;39
-0.65202;0.39558;39
-0.32345;0.73322;39
0.65097;0.52677;39
0.83319;-0.10926;39
-0.33435;0.8008;39
0.57608;-0.65403;39
-0.85915;-0.28278;39
0.68014;-0.60906;39
0.27175;-0.87312;39
-0.43958;0.8038;39
0.27207;-0.874;39
-0.9114;-0.23604;39
0.14469;-0.06723;40
-0.0226;-0.21628;40
-0.02778;-0.23076;40
-0.1832;-0.18755;40
-0.26301;0.04633;40
0.36645;0.03907;40
-0.40859;0.24666;40
-0.15704;0.4549;40
0.48564;0.17626;40
0.48771;0.17935;40
0.03322;-0.5827;40
0.4934;-0.38681;40
-0.08392;-0.65429;40
0.24889;-0.63974;40
0.3411;0.66301;40
0.59628;0.53178;40
-0.39866;0.71592;40
0.82136;-0.22958;40
0.8227;-0.43925;40
-0.93902;0.11853;40
-0.86474;-0.39925;40
0.8956;-0.32975;40
-0.94594;0.13568;40
0.88664;-0.37429;40
0.87395;-0.40574;40
-0.95126;0.15734;40
-0.02671;0.04233;41
0.039;0.20639;41
0.20184;0.17007;41
-0.01896;0.28351;41
0.01485;0.31058;41
0.32281;0.06089;41
0.06435;0.37764;41
-0.25609;-0.331;41
-0.37727;0.22564;41
0.44019;-0.0238;41
-0.3727;-0.28726;41
-0.44933;0.16755;41
-0.02663;0.57089;41
0.5433;0.18229;41
-0.55635;-0.21518;41
0.33879;-0.5567;41
-0.59784;0.29389;41
0.63074;0.31311;41
-0.37344;0.6157;41
-0.22466;0.69655;41
-0.09177;0.7277;41
-0.55576;0.48117;41
-0.76267;-0.03627;41
0.77865;-0.12859;41
-0.68606;0.4815;41
-0.74358;-0.40008;41
0.44019;-0.73007;41
0.55311;-0.65038;41
0.70856;0.53996;41
0.48106;-0.77233;41
0.89398;-0.17591;41
-0.4641;0.79342;41
-0.81974;0.41783;41
0.49758;-0.7833;41
0.79796;-0.489;41
-0.34822;0.87388;41
-0.51361;0.79043;41
-0.3686;0.87489;41
-0.40459;0.01734;42
-0.54646;0.05269;42
-0.59302;0.16553;42
-0.62516;0.01326;42
-0.37543;0.50215;42
-0.6169;0.20438;42
-0.64882;-0.05724;42
-0.52285;0.46312;42
-0.70522;-0.19504;42
0.49318;0.62507;42
-0.71076;-0.39849;42
-0.72172;-0.42501;42
-0.84295;0.08866;42
-0.49178;0.77905;42
-0.90236;0.30579;42
-0.24422;-0.91973;42
0.91275;0.2869;42
0.8198;-0.51017;42
-0.08886;-0.03863;43
0.35357;-0.16629;43
0.0575;0.40313;43
0.07411;0.40427;43
0.41261;-0.02922;43
-0.25232;-0.36307;43
-0.41008;0.18306;43
0.00013;0.49425;43
0.07973;0.53887;43
0.44931;0.4023;43
-0.03399;0.61447;43
-0.52367;-0.33214;43
0.63377;0.11465;43
-0.24204;-0.66544;43
-0.24434;-0.6702;43
0.32073;-0.69241;43
-0.55016;0.5353;43
-0.1371;-0.7601;43
0.34508;-0.78147;43
-0.80192;0.33667;43
-0.72061;-0.48657;43
0.87399;0.0743;43
0.91203;0.01402;43
0.73936;-0.54269;43
-0.88889;-0.25837;43
0.88841;-0.30953;43
-0.05904;-0.05562;44
0.08401;0.17864;44
0.0834;0.17979;44
-0.2525;0.17798;44
-0.28997;0.11901;44
0.31311;-0.22122;44
-0.21925;-0.37641;44
-0.21123;-0.52132;44
0.08042;0.55888;44
0.35244;-0.47425;44
-0.58736;-0.08668;44
0.49274;0.33686;44
0.28648;-0.52597;44
0.59393;-0.31104;44
-0.4599;-0.51889;44
0.56848;-0.42864;44
-0.69655;-0.16442;44
-0.58904;-0.43781;44
-0.51298;0.54768;44
0.4872;0.58796;44
-0.32841;0.72388;44
0.6323;0.50114;44
-0.59897;0.57744;44
-0.61242;0.62001;44
-0.81909;0.32792;44
0.65433;-0.63447;44
0.2764;-0.87566;44
0.25807;0.88597;44
-0.92104;-0.05387;44
-0.49303;0.78129;44
0.89075;-0.36958;44
-0.06727;0.03056;44
-0.18759;-0.02215;44
0.20734;0.09495;44
-0.28567;0.0065;44
-0.25711;0.21478;44
-0.30011;-0.15682;44
-0.2767;0.19794;44
-0.22954;0.26099;44
-0.3328;0.15723;44
0.0293;0.38311;44
0.15873;0.41609;44
-0.34286;-0.28338;44
-0.19491;-0.43775;44
0.06835;-0.50142;44
0.02721;0.52427;44
-0.34759;0.42809;44
0.55701;-0.03146;44
0.07555;0.58147;44
-0.17673;0.59754;44
-0.15107;-0.66394;44
0.10269;-0.68107;44
0.54025;0.44557;44
-0.4739;0.53365;44
0.45322;0.61939;44
0.09401;-0.81451;44
0.62328;-0.54505;44
-0.57953;0.60304;44
0.32542;-0.78398;44
-0.7407;-0.44175;44
-0.62476;-0.62649;44
0.54429;-0.7311;44
-0.91285;0.0501;44
0.83136;-0.40899;44
0.82963;-0.42031;44
0.79939;-0.48544;44
-0.77124;-0.53901;44
0.82943;-0.45004;44
0.55017;-0.76691;44
-0.45462;0.84653;44
0.70576;-0.65114;44
-0.95734;-0.11136;44
0.03177;0.00306;45
0.05892;0.15951;45
0.03352;0.27364;45
-0.11355;-0.24968;45
-0.05298;-0.27445;45
-0.37007;0.06056;45
0.06749;-0.48345;45
0.41111;0.27453;45
0.39194;0.36921;45
-0.2108;-0.52658;45
-0.12023;0.59097;45
-0.26403;-0.59949;45
0.37822;0.54013;45
-0.59065;-0.29645;45
-0.58913;-0.35631;45
-0.66829;0.30383;45
0.44412;-0.59607;45
-0.75582;0.1413;45
0.4952;0.64237;45
-0.24242;0.81423;45
0.21944;0.82395;45
0.4722;-0.74847;45
-0.44474;0.77152;45
0.62471;-0.64961;45
0.88605;-0.17342;45
0.82473;-0.43262;45
-0.93378;-0.19681;45
-0.44162;-0.85585;45
-0.94805;-0.18865;45
-0.05604;0.07293;46
0.06624;-0.1071;46
0.08869;0.09183;46
0.09413;0.21156;46
-0.17901;-0.16342;46
-0.18294;0.18328;46
-0.15643;0.2238;46
0.01859;-0.28006;46
0.22235;-0.22696;46
0.31701;0.2563;46
-0.42302;0.05876;46
0.18752;0.42676;46
-0.26452;0.40546;46
0.47158;0.20072;46
-0.45359;0.24347;46
-0.23982;0.48854;46
-0.04233;-0.54296;46
-0.56568;0.04212;46
-0.07313;0.57577;46
-0.39555;-0.44184;46
-0.12427;-0.5883;46
0.3188;-0.51225;46
0.26484;0.56444;46
-0.23934;-0.59332;46
-0.27763;0.62355;46
0.64431;-0.23339;46
0.15628;-0.67868;46
-0.71567;-0.36715;46
0.60076;-0.63142;46
-0.22275;-0.844;46
-0.41298;0.78324;46
0.80917;0.36696;46
-0.72636;-0.51778;46
-0.84367;-0.30381;46
-0.33947;-0.83198;46
0.74634;-0.52961;46
-0.74893;-0.54356;46
0.92591;0.10807;46
-0.93297;0.05896;46
0.62263;0.69747;46
-0.31427;-0.89809;46
-0.95176;0.11892;46
-0.23067;-0.93329;46
0.7661;-0.58935;46
0.00296;0.05441;47
-0.17789;-0.18966;47
-0.30089;-0.19406;47
-0.0525;0.48569;47
0.04986;-0.5002;47
-0.41215;-0.30571;47
-0.27267;-0.45731;47
-0.14288;0.53272;47
-0.47137;-0.32803;47
-0.56363;-0.17571;47
-0.18911;-0.56177;47
0.60767;0.04345;47
0.3168;-0.53791;47
-0.62441;0.28824;47
-0.64434;0.27295;47
-0.31939;0.63598;47
0.66391;0.29474;47
-0.68932;0.28766;47
0.2693;0.70895;47
0.63492;-0.43895;47
-0.49386;0.60797;47
-0.54171;-0.56407;47
0.04516;0.8481;47
0.01607;-0.88254;47
-0.32466;-0.87198;47
0.79318;0.5008;47
0.23352;0.93858;47
-0.01599;0.11479;48
-0.00434;-0.1586;48
-0.02143;0.164;48
0.1235;-0.11077;48
-0.14413;-0.11447;48
0.18279;-0.10835;48
0.08683;0.28397;48
0.17271;0.28105;48
-0.44651;-0.14675;48
0.15266;0.48666;48
-0.02804;-0.53284;48
0.24388;0.51619;48
-0.60076;-0.018;48
-0.59499;-0.19153;48
0.05808;-0.62243;48
0.11842;-0.63489;48
-0.22738;0.6119;48
0.46312;0.53613;48
-0.50976;0.54561;48
-0.72532;0.19054;48
0.0178;0.75079;48
0.30042;0.71008;48
0.78612;0.24186;48
-0.21892;-0.79265;48
-0.73608;0.37544;48
-0.83197;0.11685;48
0.54444;-0.68471;48
-0.69045;0.55474;48
0.24508;-0.85467;48
0.88565;0.30832;48
0.6715;-0.65323;48
-0.79842;-0.53013;48
-0.95049;0.13038;48
-0.47525;0.83613;48
-0.20206;-0.93971;48
-0.0585;0.09318;49
-0.07274;0.09664;49
-0.02317;0.14323;49
-0.0277;0.14916;49
-0.11669;0.10527;49
0.0035;0.21039;49
-0.03084;0.237;49
-0.19154;-0.15561;49
0.05636;0.25769;49
-0.06458;0.26673;49
-0.27582;0.02256;49
0.07433;0.3327;49
0.35834;0.18318;49
0.09777;0.41758;49
0.41576;-0.11837;49
-0.22834;0.36828;49
0.1039;0.42223;49
-0.46123;-0.06519;49
-0.34748;0.37198;49
0.51849;0.03601;49
-0.27088;-0.46544;49
0.13463;0.53714;49
0.30764;-0.46508;49
0.53595;-0.24467;49
0.33562;0.498;49
0.59159;0.10859;49
0.58892;-0.23382;49
0.17241;0.64881;49
0.70158;-0.03591;49
-0.13148;0.7312;49
0.58924;-0.56442;49
-0.77198;-0.44442;49
-0.20347;-0.88332;49
0.46637;-0.78852;49
-0.48279;0.78488;49
-0.34494;-0.86673;49
-0.00459;-0.01604;50
-0.02511;0.04615;50
-0.21823;0.2178;50
-0.12746;0.28401;50
0.20331;0.31674;50
0.14266;-0.4173;50
-0.33593;-0.34036;50
0.45977;-0.15738;50
-0.36871;-0.33433;50
-0.47247;-0.18124;50
-0.19606;-0.47961;50
0.47256;-0.22107;50
0.19136;-0.52028;50
0.18953;-0.52305;50
0.18954;-0.52408;50
-0.00511;-0.57586;50
0.55216;-0.19157;50
-0.05301;-0.58314;50
0.60623;0.04759;50
-0.14387;0.65434;50
-0.31931;-0.59565;50
-0.30314;-0.62384;50
0.54707;0.4356;50
-0.66565;-0.29248;50
0.40981;-0.61853;50
-0.11173;0.74801;50
0.07465;0.76325;50
0.73083;0.3035;50
0.31448;-0.73432;50
0.5698;0.57996;50
0.22317;0.79551;50
0.66519;-0.53878;50
-0.41131;0.80475;50
-0.37211;0.83681;50
-0.41481;-0.82678;50
0.84719;-0.38742;50
-0.68387;0.64015;50
0.57418;0.75313;50
-0.51679;0.80816;50
-0.20149;-0.94382;50
-0.29332;0.00382;51
-0.12669;0.34043;51
0.13437;0.37299;51
-0.28566;0.29384;51
-0.27339;-0.35094;51
0.38758;-0.24155;51
-0.48307;0.02095;51
0.44846;-0.22386;51
0.13548;-0.50409;51
0.44988;-0.2748;51
-0.14417;-0.51846;51
-0.21735;-0.50862;51
0.17844;0.54624;51
0.09218;0.59224;51
-0.33054;0.5152;51
-0.39095;-0.47042;51
0.56543;-0.28029;51
0.60737;-0.29218;51
-0.18893;0.66442;51
0.63266;-0.30436;51
0.65957;0.32408;51
0.39583;0.62567;51
0.39696;0.62844;51
0.73857;-0.22031;51
0.4643;-0.62506;51
0.46818;-0.62282;51
-0.74541;0.36415;51
-0.3176;-0.82755;51
0.52184;0.72371;51
-0.24338;-0.86853;51
-0.66903;-0.66184;51
0.42529;-0.84712;51
-0.05835;0.00584;52
